customer_id,job_category,age,recency_days,frequency_total_bookings,frequency_cancelled_bookings,frequency_noshow_bookings,monetary_total_spent,monetary_avg_per_booking,monetary_max_booking,total_nights_stayed,avg_nights_per_stay,cancellation_rate,monetary_avg_per_night,frequency_bookings_per_year
2041,vacation_traveler,71,48.0,12,0,1,14796.380000000001,1233.0316666666668,3393.96,83,6.916666666666667,0.0,178.26749075312347,3.0
2647,vacation_traveler,65,112.0,10,1,1,11736.03,1173.603,3024.33,65,6.5,0.08332638946754438,180.5515299764619,2.5
2287,business_traveler,75,31.0,59,4,2,25914.059999999994,439.22135593220327,1694.96,147,2.4915254237288136,0.06153751480746449,176.2849232318147,14.75
3279,business_traveler,44,4.0,53,3,4,27395.059999999994,516.8879245283018,2300.07,146,2.7547169811320753,0.049999166680555325,187.63611208142405,13.25
1931,business_traveler,75,10.0,42,3,2,28324.399999999998,674.3904761904762,1753.93,149,3.5476190476190474,0.06382842918235783,190.0953684874598,10.5
2521,occasional_visitor,42,1057.0,0,2,0,0.0,0.0,0.0,0,0.0,0.9995002498750625,0.0,0.0
591,occasional_visitor,37,89.0,5,0,0,3629.3,725.86,1277.01,21,4.2,0.0,172.81558021046618,1.25
808,occasional_visitor,35,218.0,2,0,0,2281.12,1140.56,1240.24,11,5.5,0.0,207.35569493682394,0.5
3470,business_traveler,39,20.0,21,3,2,10642.730000000001,506.79666666666674,1602.24,66,3.142857142857143,0.11538017768547364,161.25104165088408,5.25
4707,occasional_visitor,70,903.0,3,0,0,3030.23,1010.0766666666667,1798.37,15,5.0,0.0,202.00186654223052,0.75
4203,business_traveler,61,12.0,36,0,6,16985.26,471.81277777777774,1530.9,92,2.555555555555556,0.0,184.62038456103735,9.0
3156,vacation_traveler,62,80.0,16,0,1,20701.61,1293.850625,3056.4,118,7.375,0.0,175.43588613655817,4.0
3704,business_traveler,55,75.0,23,1,3,14287.64,621.2017391304347,2022.18,72,3.130434782608696,0.037035665345727935,198.43668837932805,5.75
4562,occasional_visitor,53,355.0,2,1,0,1059.1,529.55,953.5,8,4.0,0.33322225924691773,132.37095363079615,0.5
1399,business_traveler,48,37.0,59,8,3,26923.259999999984,456.3264406779658,1512.89,153,2.5932203389830506,0.11428408165597634,175.96786949104896,14.75
4092,vacation_traveler,43,81.0,8,0,0,11909.77,1488.72125,3826.0,54,6.75,0.0,220.54721208866505,2.0
2732,occasional_visitor,65,214.0,5,0,0,3317.8100000000004,663.5620000000001,1093.52,21,4.2,0.0,157.98342936050665,1.25
986,occasional_visitor,24,464.0,3,0,0,2440.33,813.4433333333333,1373.12,17,5.666666666666667,0.0,143.54037997764837,0.75
857,vacation_traveler,73,95.0,19,0,0,26813.450000000004,1411.234210526316,2748.67,136,7.157894736842105,0.0,197.15627090977276,4.75
4956,occasional_visitor,56,88.0,4,0,1,2847.33,711.8325,967.04,20,5.0,0.0,142.35938203089844,1.0
20,occasional_visitor,65,42.0,2,1,0,2629.47,1314.735,2006.3,13,6.5,0.33322225924691773,202.25136527959387,0.5
4489,occasional_visitor,44,534.0,4,1,0,3534.57,883.6425,2065.81,15,3.75,0.1999600079984003,235.6222918472102,1.0
1341,occasional_visitor,24,967.0,4,0,0,3266.36,816.59,1570.85,20,5.0,0.0,163.30983450827458,1.0
1074,occasional_visitor,29,43.0,4,0,0,3813.21,953.3025,1399.09,19,4.75,0.0,200.68470080522076,1.0
4866,vacation_traveler,37,105.0,16,0,1,19289.27,1205.579375,2116.93,103,6.4375,0.0,187.2726478383705,4.0
1999,occasional_visitor,62,643.0,2,0,0,1822.92,911.46,984.15,13,6.5,0.0,140.21382970540728,0.5
2840,occasional_visitor,35,1128.0,2,0,0,2416.12,1208.06,1284.62,8,4.0,0.0,301.9772528433946,0.5
2482,vacation_traveler,66,56.0,7,2,3,8783.15,1254.7357142857143,2150.52,45,6.428571428571429,0.16665277893508876,195.17677384947,1.75
1111,occasional_visitor,29,611.0,2,0,0,1122.6399999999999,561.3199999999999,573.43,7,3.5,0.0,160.3542351092701,0.5
1082,vacation_traveler,64,89.0,13,1,1,15689.39,1206.8761538461538,2373.06,81,6.230769230769231,0.06666222251849876,193.69378155825234,3.25
4623,business_traveler,37,20.0,33,1,2,18264.01,553.4548484848484,1625.77,96,2.909090909090909,0.027777006194272383,190.2481224153915,8.25
4831,occasional_visitor,68,130.0,2,0,0,2013.06,1006.53,1213.22,9,4.5,0.0,223.64848350183314,0.5
203,occasional_visitor,55,673.0,5,0,0,5401.5599999999995,1080.312,2302.35,24,4.8,0.0,225.0556226823882,1.25
3468,occasional_visitor,54,239.0,2,0,1,900.41,450.205,481.84,5,2.5,0.0,180.04599080183962,0.5
789,vacation_traveler,49,47.0,16,1,3,19440.300000000003,1215.0187500000002,3260.71,103,6.4375,0.049997500124993745,188.73894428209437,4.0
3650,vacation_traveler,66,99.0,14,3,1,18864.719999999998,1347.4799999999998,3320.35,89,6.357142857142857,0.1666574079217821,211.96076448579225,3.5
4462,occasional_visitor,29,187.0,5,0,0,3350.31,670.062,894.84,23,4.6,0.0,145.65931916003652,1.25
2277,vacation_traveler,50,31.0,12,1,1,13971.57,1164.2975,2864.55,74,6.166666666666667,0.07142346975216056,188.80244861555923,3.0
4528,vacation_traveler,61,80.0,14,2,2,20049.29,1432.092142857143,3679.62,94,6.714285714285714,0.1111049386145214,213.2880501271263,3.5
3297,vacation_traveler,47,75.0,15,1,1,19641.070000000007,1309.404666666667,2481.58,86,5.733333333333333,0.0588200694076819,228.38187928047356,3.75
2720,occasional_visitor,54,154.0,5,0,0,3485.96,697.192,863.63,26,5.2,0.0,134.0702280681512,1.25
2249,occasional_visitor,68,279.0,4,0,0,2630.06,657.515,976.7,16,4.0,0.0,164.36847697018933,1.0
511,occasional_visitor,50,170.0,2,0,0,1045.1399999999999,522.5699999999999,772.38,6,3.0,0.0,174.16097317113812,0.5
3330,vacation_traveler,72,115.0,13,1,1,12037.31,925.946923076923,1707.39,69,5.3076923076923075,0.06666222251849876,174.4512398371038,3.25
1351,business_traveler,38,2.0,29,5,1,14059.98,484.82689655172413,1469.2,75,2.586206896551724,0.14285306134110454,187.4639004813269,7.25
3319,business_traveler,23,4.0,45,3,3,22594.899999999994,502.10888888888877,1674.78,118,2.6222222222222222,0.05882237603184252,191.4805806730451,11.25
1660,business_traveler,68,11.0,61,5,4,32458.120000000006,532.1003278688526,2059.22,172,2.819672131147541,0.07142755103498521,188.708902855216,15.25
1183,occasional_visitor,28,594.0,3,1,0,2409.87,803.29,1334.84,12,4.0,0.2499375156210947,200.80576618615115,0.75
4165,occasional_visitor,28,412.0,2,0,0,1728.58,864.29,1253.97,10,5.0,0.0,172.84071592840715,0.5
2914,business_traveler,68,33.0,38,2,4,18454.079999999998,485.63368421052627,1381.97,100,2.6315789473684212,0.04545351242017227,184.53895461045386,9.5
1333,vacation_traveler,70,216.0,11,3,3,10925.909999999998,993.2645454545453,2008.77,69,6.2727272727272725,0.1764602082230457,158.34422689526235,2.75
1610,business_traveler,48,8.0,41,3,4,23162.600000000002,564.9414634146342,2139.69,128,3.1219512195121952,0.06249869794379284,180.95639877813457,10.25
3411,vacation_traveler,34,59.0,15,2,3,20738.59,1382.5726666666667,3018.21,97,6.466666666666667,0.09999500024998749,213.79769280729064,3.75
943,business_traveler,43,15.0,24,2,4,14133.74,588.9058333333334,1414.44,67,2.7916666666666665,0.06666444451851605,210.94819480306262,6.0
4644,vacation_traveler,65,145.0,11,1,0,13404.869999999999,1218.6245454545453,3527.15,70,6.363636363636363,0.08332638946754438,191.49540720846844,2.75
2929,business_traveler,38,3.0,56,6,6,30111.090000000004,537.6980357142858,2344.41,157,2.8035714285714284,0.08823399655887412,191.78916057859507,14.0
2408,occasional_visitor,41,38.0,4,0,1,3782.92,945.73,1734.92,20,5.0,0.0,189.13654317284136,1.0
4573,vacation_traveler,72,8.0,13,2,0,16402.97,1261.7669230769231,3159.02,80,6.153846153846154,0.13332444503699753,205.03456206797415,3.25
1466,occasional_visitor,57,520.0,2,0,0,1047.1100000000001,523.5550000000001,821.47,8,4.0,0.0,130.87239095113114,0.5
323,occasional_visitor,65,618.0,3,0,0,2450.4100000000003,816.8033333333334,1370.51,12,4.0,0.0,204.18381801516543,0.75
348,vacation_traveler,31,62.0,15,3,1,22260.750000000004,1484.0500000000002,3250.57,108,7.2,0.1578864270301563,206.11614707271232,3.75
3273,vacation_traveler,68,205.0,6,2,0,4452.8099999999995,742.1349999999999,1215.57,29,4.833333333333333,0.2499687539057618,153.5398779352436,1.5
112,vacation_traveler,31,56.0,7,0,1,12185.130000000001,1740.7328571428573,3028.81,54,7.714285714285714,0.0,225.64637691894598,1.75
4876,vacation_traveler,32,102.0,14,0,2,14792.270000000002,1056.5907142857145,2861.27,82,5.857142857142857,0.0,180.391336691016,3.5
560,vacation_traveler,70,96.0,19,1,0,19465.260000000002,1024.4873684210527,2155.43,120,6.315789473684211,0.049997500124993745,162.20914825709787,4.75
2113,business_traveler,48,2.0,56,3,6,32181.050000000003,574.6616071428572,1784.75,161,2.875,0.046153136105598375,199.88105663939976,14.0
2944,business_traveler,26,251.0,28,0,4,13254.039999999999,473.3585714285714,1455.65,71,2.5357142857142856,0.0,186.67399050717592,7.0
268,vacation_traveler,34,42.0,18,2,1,24608.139999999996,1367.1188888888887,2738.19,131,7.277777777777778,0.09523356030665206,187.84696300028241,4.5
1745,occasional_visitor,54,174.0,3,0,0,1764.73,588.2433333333333,713.12,14,4.666666666666667,0.0,126.04313977573031,0.75
3683,occasional_visitor,59,648.0,1,1,0,638.29,638.29,638.29,5,5.0,0.49975012493753124,127.63247350529892,0.25
2016,business_traveler,29,39.0,30,4,4,12901.04,430.0346666666667,1340.54,61,2.033333333333333,0.10526038788452936,211.488991983738,7.5
2492,business_traveler,54,69.0,35,3,5,18905.0,540.1428571428571,1740.11,89,2.5428571428571427,0.06976581939954885,212.41334367029583,8.75
1657,occasional_visitor,50,23.0,4,0,1,4283.049999999999,1070.7624999999998,1514.57,24,6.0,0.0,178.45298112578638,1.0
2730,business_traveler,24,8.0,39,4,2,21675.180000000004,555.7738461538463,1771.05,114,2.923076923076923,0.0888869136241417,190.1314900746485,9.75
988,business_traveler,47,16.0,33,4,4,17276.929999999997,523.5433333333332,1846.0,92,2.787878787878788,0.09755859613180166,187.79067618830226,8.25
4715,vacation_traveler,25,11.0,10,2,3,13297.88,1329.788,2844.13,73,7.3,0.13332444503699753,182.16024438021395,2.5
590,vacation_traveler,31,103.0,20,0,1,21689.97,1084.4985000000001,1985.87,125,6.25,0.0,173.51837185302517,5.0
3074,business_traveler,49,17.0,44,0,0,24835.000000000004,564.4318181818182,1757.5,130,2.9545454545454546,0.0,191.0369920231383,11.0
2908,occasional_visitor,61,667.0,2,0,0,2115.19,1057.595,1062.69,6,3.0,0.0,352.47292117980334,0.5
82,vacation_traveler,43,41.0,19,0,2,19074.41,1003.9163157894736,3898.16,107,5.631578947368421,0.0,178.26384800142054,4.75
4026,business_traveler,44,40.0,62,5,3,31607.489999999994,509.7982258064515,1513.6,168,2.7096774193548385,0.07142755103498521,188.13870155534784,15.5
4899,occasional_visitor,29,262.0,4,0,0,3893.4599999999996,973.3649999999999,1100.84,20,5.0,0.0,194.66326683665812,1.0
2000,vacation_traveler,53,22.0,18,1,3,17474.39,970.7994444444444,1583.18,124,6.888888888888889,0.04545247943275305,140.92136353739082,4.5
1396,business_traveler,69,25.0,48,2,3,26746.519999999993,557.2191666666665,1756.08,121,2.5208333333333335,0.03773513707288542,221.04379302650383,12.0
1534,vacation_traveler,42,41.0,8,0,0,8148.77,1018.59625,2440.52,43,5.375,0.0,189.50187204948725,2.0
202,occasional_visitor,24,86.0,4,0,0,3871.6899999999996,967.9224999999999,1887.74,22,5.5,0.0,175.97791009499565,1.0
2203,business_traveler,27,33.0,41,3,1,27417.42,668.7175609756097,2310.11,137,3.341463414634146,0.06666518521810627,200.12569251319331,10.25
4397,vacation_traveler,21,1.0,14,2,0,19182.150000000005,1370.1535714285717,3045.84,99,7.071428571428571,0.12499218798825072,193.75713376632564,3.5
3252,occasional_visitor,68,328.0,3,0,1,4038.1,1346.0333333333333,2205.56,16,5.333333333333333,0.0,252.36547715767762,0.75
1906,occasional_visitor,62,456.0,2,1,0,962.06,481.03,818.76,7,3.5,0.33322225924691773,137.41751178403084,0.5
1981,vacation_traveler,52,16.0,14,2,3,19655.71,1403.9792857142857,3552.33,91,6.5,0.1052576180201042,215.9944396215426,3.5
1176,vacation_traveler,28,198.0,11,1,1,15144.500000000002,1376.7727272727275,3453.58,79,7.181818181818182,0.07691716021844473,191.70010506196124,2.75
4565,vacation_traveler,38,29.0,13,5,0,23931.130000000005,1840.8561538461543,3587.22,101,7.769230769230769,0.2777623465363035,236.93953525212626,3.25
2587,business_traveler,58,18.0,52,2,1,23755.47,456.83596153846156,1300.88,136,2.6153846153846154,0.03636297521863239,174.6712891816972,13.0
1186,occasional_visitor,57,10.0,4,1,0,3025.81,756.4525,988.45,18,4.5,0.1999600079984003,168.0912171546025,1.0
2316,business_traveler,40,4.0,53,5,4,23831.11999999999,449.6437735849055,1592.25,125,2.358490566037736,0.08064386058289383,190.64743482052137,13.25
1380,occasional_visitor,23,132.0,3,0,0,3655.9799999999996,1218.6599999999999,1549.51,17,5.666666666666667,0.0,215.04499735309685,0.75
4067,occasional_visitor,30,243.0,2,0,0,3198.1800000000003,1599.0900000000001,2148.77,12,6.0,0.0,266.4927922673111,0.5
3465,vacation_traveler,41,111.0,17,0,0,22140.33,1302.3723529411766,3103.85,103,6.0588235294117645,0.0,214.95257327598762,4.25
1147,vacation_traveler,36,79.0,11,2,1,10630.44,966.4036363636365,2106.53,58,5.2727272727272725,0.14284693950432112,183.2802882708919,2.75
917,occasional_visitor,60,83.0,4,0,1,2873.9500000000003,718.4875000000001,883.86,20,5.0,0.0,143.6903154842258,1.0
2588,vacation_traveler,25,56.0,14,2,4,19425.18,1387.5128571428572,2842.92,96,6.857142857142857,0.09999500024998749,202.3435172550286,3.5
489,business_traveler,28,4.0,33,6,3,18314.639999999996,554.9890909090908,1521.82,95,2.878787878787879,0.1428537415775815,192.78365490889564,8.25
4423,business_traveler,61,4.0,35,5,1,14559.860000000004,415.9960000000001,1402.18,83,2.3714285714285714,0.12194824516475208,175.41788653148762,8.75
3471,vacation_traveler,42,135.0,18,2,1,21119.24000000001,1173.2911111111116,2474.62,106,5.888888888888889,0.09523356030665206,199.23623362043762,4.5
1555,occasional_visitor,62,471.0,4,0,0,3312.41,828.1025,1010.43,23,5.75,0.0,144.01156471457762,1.0
3286,business_traveler,59,44.0,60,5,4,26603.540000000005,443.3923333333334,1568.54,149,2.4833333333333334,0.07246271793162418,178.5460500265099,15.0
4063,vacation_traveler,29,78.0,21,1,1,28730.590000000004,1368.1233333333334,2885.02,140,6.666666666666667,0.04347637059258293,205.2170341640417,5.25
2142,vacation_traveler,71,362.0,19,0,0,21809.6,1147.8736842105263,2988.49,124,6.526315789473684,0.0,175.88245256086643,4.75
2927,business_traveler,41,16.0,44,3,4,19849.179999999993,451.1177272727271,1321.33,117,2.659090909090909,0.05882237603184252,169.6496611140075,11.0
4789,business_traveler,21,1.0,36,4,2,16828.12,467.44777777777773,1696.32,94,2.611111111111111,0.09523582771838766,179.020648716503,9.0
3575,business_traveler,32,24.0,22,5,3,11796.7,536.2136363636364,1623.09,68,3.090909090909091,0.1666611112962901,173.47833120101174,5.5
2286,business_traveler,27,27.0,56,1,3,28353.070000000003,506.3048214285715,1746.16,151,2.6964285714285716,0.01666638889351844,187.76743200376157,14.0
3972,vacation_traveler,49,6.0,15,0,2,20179.53,1345.302,3207.92,102,6.8,0.0,197.83658983735452,3.75
1230,occasional_visitor,40,603.0,4,0,0,2679.8199999999997,669.9549999999999,1255.66,16,4.0,0.0,167.478282607337,1.0
666,business_traveler,63,31.0,48,5,4,23955.229999999996,499.06729166666656,1861.49,122,2.5416666666666665,0.08771775933755549,196.35273481364902,12.0
216,vacation_traveler,23,55.0,18,2,2,23258.22,1292.1233333333334,3160.18,124,6.888888888888889,0.0909049588655061,187.5647777034056,4.5
3412,vacation_traveler,67,115.0,9,1,0,10450.11,1161.1233333333334,1766.6,54,6.0,0.09999000099990002,193.51697190792765,2.25
958,occasional_visitor,31,259.0,4,0,1,3789.4500000000003,947.3625000000001,1701.18,19,4.75,0.0,199.43424030314193,1.0
295,occasional_visitor,24,628.0,2,0,1,1238.3600000000001,619.1800000000001,708.86,9,4.5,0.0,137.5802688590157,0.5
1655,business_traveler,74,58.0,32,3,3,15293.51,477.9221875,1397.65,72,2.25,0.07894529091339703,212.4069110151248,8.0
3450,vacation_traveler,56,51.0,8,2,0,11345.45,1418.18125,2729.67,54,6.75,0.19998000199980004,210.09703524008816,2.0
4688,vacation_traveler,36,208.0,8,2,0,9246.380000000001,1155.7975000000001,2274.28,53,6.625,0.19998000199980004,174.45670836399316,2.0
4244,vacation_traveler,37,95.0,11,3,1,10090.12,917.2836363636364,1441.42,74,6.7272727272727275,0.1999866675554963,136.35113039012987,2.75
499,vacation_traveler,50,17.0,13,3,2,17390.27,1337.7130769230769,3507.5,87,6.6923076923076925,0.1666574079217821,199.88586338088066,3.25
3924,occasional_visitor,29,176.0,5,0,0,5793.28,1158.656,2424.15,25,5.0,0.0,231.72193112275508,1.25
2724,business_traveler,60,14.0,24,2,1,13273.97,553.0820833333333,1652.44,67,2.7916666666666665,0.07407133069145587,198.11599826868255,6.0
62,vacation_traveler,55,466.0,9,1,1,13353.230000000001,1483.6922222222224,3015.26,59,6.555555555555555,0.0909008271975275,226.32209623565706,2.25
4641,business_traveler,38,66.0,29,2,3,13395.66,461.9193103448276,1567.39,67,2.310344827586207,0.058821799358842394,199.93223981731614,7.25
2213,occasional_visitor,59,244.0,2,0,0,749.1700000000001,374.58500000000004,408.79,6,3.0,0.0,124.84085985669056,0.5
1318,vacation_traveler,53,15.0,9,0,2,12047.780000000002,1338.6422222222225,2616.32,60,6.666666666666667,0.0,200.79298678355366,2.25
568,business_traveler,59,10.0,28,1,3,14614.84,521.9585714285714,1765.26,71,2.5357142857142856,0.031249023468016626,205.83991774763734,7.0
4328,occasional_visitor,29,602.0,4,0,1,2480.83,620.2075,1116.65,14,3.5,0.0,177.1894864652525,1.0
4742,occasional_visitor,34,1313.0,1,1,0,979.02,979.02,979.02,9,9.0,0.49975012493753124,108.7679146761471,0.25
3454,occasional_visitor,47,4.0,3,0,0,2560.47,853.4899999999999,1284.33,11,3.6666666666666665,0.0,232.74884101445323,0.75
4862,occasional_visitor,54,177.0,5,0,0,5109.36,1021.872,1946.13,20,4.0,0.0,255.45522723863803,1.25
3554,vacation_traveler,50,150.0,12,3,3,15851.810000000001,1320.9841666666669,2500.43,89,7.416666666666667,0.1666574079217821,178.1082235031067,3.0
4013,vacation_traveler,64,107.0,11,1,3,9347.66,849.7872727272727,1453.72,61,5.545454545454546,0.06666222251849876,153.23781577351193,2.75
4649,business_traveler,59,22.0,48,4,7,21861.020000000004,455.43791666666675,1606.76,131,2.7291666666666665,0.06779546109387977,166.87674139892064,12.0
3839,occasional_visitor,68,828.0,2,0,0,1470.47,735.235,796.21,14,7.0,0.0,105.02606956645954,0.5
2165,vacation_traveler,37,42.0,8,3,1,7930.31,991.28875,1916.13,43,5.375,0.24997916840263312,184.4215250808121,2.0
100,business_traveler,73,10.0,29,1,2,18103.690000000002,624.2651724137932,1759.54,79,2.7241379310344827,0.031249023468016626,229.15773218060534,7.25
3599,business_traveler,33,13.0,44,6,7,25205.090000000004,572.8429545454546,1787.86,139,3.159090909090909,0.10526131120506659,181.33027819943743,11.0
1223,business_traveler,38,47.0,45,4,3,26583.879999999997,590.7528888888888,2457.36,140,3.111111111111111,0.07692159766158344,189.8835008321369,11.25
925,vacation_traveler,51,111.0,14,0,1,16281.94,1162.9957142857143,3117.74,92,6.571428571428571,0.0,176.97568504690167,3.5
2039,vacation_traveler,44,58.0,11,1,0,15446.729999999998,1404.2481818181816,3066.07,77,7.0,0.08332638946754438,200.60427786652116,2.75
2933,vacation_traveler,67,2.0,14,0,0,20549.84,1467.8457142857144,2834.01,96,6.857142857142857,0.0,214.05860355621294,3.5
3504,business_traveler,37,29.0,58,5,1,28200.679999999997,486.2186206896551,1452.13,149,2.5689655172413794,0.07812377931594819,189.26503848967454,14.5
2539,vacation_traveler,42,71.0,8,1,1,7313.020000000001,914.1275000000002,2881.67,44,5.5,0.09999000099990002,166.20122269948413,2.0
429,occasional_visitor,43,59.0,4,0,1,4142.12,1035.53,2421.97,21,5.25,0.0,197.2344174086948,1.0
4818,vacation_traveler,65,22.0,12,2,0,13698.849999999999,1141.5708333333332,2541.58,67,5.583333333333333,0.14284693950432112,204.45739615826625,3.0
835,business_traveler,62,30.0,49,4,6,27786.469999999987,567.0708163265303,2111.66,150,3.061224489795918,0.06779546109387977,185.24189838734398,12.25
4159,vacation_traveler,44,78.0,15,2,1,17355.03,1157.002,2524.49,96,6.4,0.1111049386145214,180.77967937833978,3.75
4945,occasional_visitor,65,402.0,1,1,1,555.12,555.12,555.12,5,5.0,0.33322225924691773,111.00179964007198,0.25
3491,business_traveler,33,53.0,31,1,2,15013.659999999998,484.31161290322575,1332.74,90,2.903225806451613,0.029410899679421197,166.81659092676745,7.75
2207,vacation_traveler,75,19.0,20,1,1,25122.969999999998,1256.1484999999998,2676.69,130,6.5,0.04545247943275305,193.2521288297782,5.0
2727,occasional_visitor,63,609.0,2,0,0,1902.61,951.305,1236.57,8,4.0,0.0,237.79652543432073,0.5
1026,business_traveler,65,67.0,43,4,4,25792.260000000002,599.82,1911.61,125,2.9069767441860463,0.07842983470912335,206.33642930856553,10.75
434,occasional_visitor,50,223.0,5,0,0,6587.46,1317.492,3703.75,26,5.2,0.0,253.3541017653167,1.25
3892,business_traveler,37,2.0,54,7,4,23573.86999999999,436.553148148148,1336.22,134,2.4814814814814814,0.10769065091306287,175.92309012619302,13.5
211,business_traveler,71,2.0,54,10,7,25024.51000000001,463.416851851852,1777.9,141,2.611111111111111,0.14084308671708848,177.4775356203148,13.5
1191,business_traveler,44,34.0,34,2,1,19090.27,561.4785294117647,2020.77,98,2.8823529411764706,0.054052593173157484,194.7966857481046,8.5
901,vacation_traveler,70,36.0,11,2,5,15352.64,1395.6945454545455,2502.87,76,6.909090909090909,0.1111049386145214,202.0057630820647,2.75
2902,business_traveler,28,10.0,41,4,6,22937.18,559.4434146341464,1792.15,110,2.682926829268293,0.07842983470912335,208.51792256434032,10.25
3276,business_traveler,35,217.0,32,2,1,16738.57,523.0803125,1722.02,81,2.53125,0.05714122453644182,206.64646115480053,8.0
3039,vacation_traveler,71,66.0,13,0,0,18803.83,1446.4484615384617,3034.59,96,7.384615384615385,0.0,195.8711888417829,3.25
4802,vacation_traveler,29,66.0,18,1,1,21364.04,1186.891111111111,2769.71,120,6.666666666666667,0.049997500124993745,178.0321830651411,4.5
3734,business_traveler,58,7.0,40,1,1,19997.530000000002,499.93825000000004,1431.0,116,2.9,0.023808956929596916,172.3910138705701,10.0
4201,business_traveler,63,50.0,42,2,3,22314.499999999996,531.2976190476189,2616.96,119,2.8333333333333335,0.042552286121571886,187.51523096444564,10.5
3230,business_traveler,23,7.0,56,8,6,32734.63000000001,584.5469642857145,2127.43,164,2.9285714285714284,0.11428408165597634,199.60018536472344,14.0
1989,vacation_traveler,61,94.0,9,0,1,10791.050000000001,1199.0055555555557,1968.25,44,4.888888888888889,0.0,245.24556260085,2.25
4674,occasional_visitor,37,308.0,3,0,1,2337.77,779.2566666666667,1076.42,17,5.666666666666667,0.0,137.5077936591965,0.75
1091,occasional_visitor,25,749.0,3,1,0,4085.6399999999994,1361.8799999999999,1672.29,16,5.333333333333333,0.2499375156210947,255.3365414661583,0.75
4008,business_traveler,22,4.0,22,4,4,11107.200000000003,504.8727272727274,1712.39,61,2.7727272727272725,0.1333288890370321,182.0822609465419,5.5
539,occasional_visitor,55,724.0,2,0,0,1383.79,691.895,736.23,7,3.5,0.0,197.65604913583772,0.5
3559,occasional_visitor,65,131.0,5,0,0,4878.88,975.7760000000001,1434.53,20,4.0,0.0,243.9318034098295,1.25
1108,vacation_traveler,53,75.0,13,1,2,15338.06,1179.8507692307692,2888.89,103,7.923076923076923,0.06249609399412536,148.9117581382705,3.25
278,vacation_traveler,48,123.0,5,2,1,9689.789999999999,1937.9579999999999,3874.23,45,9.0,0.2499687539057618,215.32388169151795,1.25
3756,vacation_traveler,64,130.0,9,0,1,10370.37,1152.2633333333333,2099.99,69,7.666666666666667,0.0,150.29303923131548,2.25
2299,business_traveler,39,32.0,44,3,5,21740.1,494.0931818181818,1994.17,114,2.590909090909091,0.057691198246187576,190.7009587635196,11.0
2009,occasional_visitor,43,842.0,4,0,0,4199.25,1049.8125,1963.73,22,5.5,0.0,190.86632425798825,1.0
2331,occasional_visitor,28,443.0,2,1,0,2120.08,1060.04,1606.04,9,4.5,0.33322225924691773,235.53827352516387,0.5
3658,business_traveler,55,5.0,36,8,4,17079.21,474.42249999999996,1589.99,95,2.638888888888889,0.1666631945167809,179.77926548141596,9.0
1494,vacation_traveler,55,327.0,18,2,1,13681.860000000002,760.1033333333335,1385.29,97,5.388888888888889,0.09523356030665206,141.0486489830002,4.5
4176,business_traveler,67,2.0,36,5,10,16041.190000000002,445.58861111111116,1306.72,89,2.4722222222222223,0.0980372933864042,180.23606476331727,9.0
4348,business_traveler,40,60.0,56,7,4,30828.41000000001,550.5073214285716,2137.53,147,2.625,0.1044760525962299,209.7156481928695,14.0
3909,business_traveler,22,7.0,45,6,3,25582.320000000003,568.4960000000001,2668.91,122,2.7111111111111112,0.11110905353604564,209.68942877517398,11.25
3535,vacation_traveler,32,112.0,13,1,0,17796.850000000002,1368.9884615384617,2855.64,90,6.923076923076923,0.07142346975216056,197.7405806602149,3.25
4284,business_traveler,54,15.0,44,3,5,21477.470000000005,488.1243181818183,1323.78,114,2.590909090909091,0.057691198246187576,188.39720704204353,11.0
2182,vacation_traveler,22,110.0,10,3,0,13438.619999999999,1343.8619999999999,2523.45,78,7.8,0.2307514806553342,172.2877911821643,2.5
1045,occasional_visitor,26,72.0,2,1,1,1552.44,776.22,987.91,12,6.0,0.2499375156210947,129.3592200649946,0.5
4047,occasional_visitor,52,365.0,4,0,0,2232.68,558.17,750.87,16,4.0,0.0,139.5337791388038,1.0
3464,business_traveler,63,4.0,51,1,8,22992.49,450.833137254902,1523.88,128,2.5098039215686274,0.01666638889351844,179.62742478574387,12.75
4007,business_traveler,27,49.0,46,1,1,24111.640000000003,524.1660869565218,1715.19,132,2.869565217391304,0.020832899314597614,182.6625555867001,11.5
1307,occasional_visitor,59,900.0,2,0,1,1134.1599999999999,567.0799999999999,959.8,7,3.5,0.0,161.99971432652475,0.5
1883,occasional_visitor,50,352.0,2,0,0,1572.4,786.2,1065.96,6,3.0,0.0,262.02299616730545,0.5
1558,vacation_traveler,48,85.0,19,1,0,25230.649999999998,1327.928947368421,3149.3,115,6.052631578947368,0.049997500124993745,219.39504873870658,4.75
3020,business_traveler,26,11.0,40,4,4,25416.779999999995,635.4194999999999,2062.2,121,3.025,0.08333159725839046,210.05429707192496,10.0
417,business_traveler,73,26.0,25,5,3,10571.489999999998,422.85959999999994,1578.19,48,1.92,0.15151056028605195,220.2347867752755,6.25
3964,business_traveler,59,5.0,60,3,4,33051.02,550.8503333333333,1730.73,180,3.0,0.04477545111266996,183.61575769023503,15.0
3031,vacation_traveler,29,25.0,6,1,1,9957.650000000001,1659.6083333333336,2526.19,39,6.5,0.1249843769528809,255.3178123637856,1.5
791,vacation_traveler,59,21.0,18,3,2,25002.909999999993,1389.050555555555,3043.6,118,6.555555555555555,0.1304291117777488,211.88727214176143,4.5
